Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,Log_Return,Volatility_20d,Volatility_60d,Rolling_Mean_20d,Rolling_Mean_60d,Price_Std_20d,Price_Std_60d
2015-09-25 00:00:00-04:00,17.77400016784668,17.79400062561035,17.07666778564453,17.12733268737793,56601000,0.0,0.0,-0.02360137483948066,-0.02388434853425441,0.30165066490896225,0.46522836950554763,16.883633041381835,16.999055449167887,0.5101560600095959,0.9171653892425465
2015-09-28 00:00:00-04:00,17.156667709350586,17.319332122802734,16.44066619873047,16.562000274658203,73516500,0.0,0.0,-0.03300761554870424,-0.03356465899801779,0.31778847490560197,0.46208432384570364,16.88346643447876,16.963955465952555,0.5102660140601677,0.8921700068809035
2015-09-29 00:00:00-04:00,16.69733238220215,16.98200035095215,16.36400032043457,16.44333267211914,55548000,0.0,0.0,-0.00716505256437161,-0.007190844829297469,0.31872216866492803,0.462224832495324,16.87543306350708,16.927210998535156,0.5161284156787048,0.8666720127335454
2015-09-30 00:00:00-04:00,16.799999237060547,16.82666778564453,16.1560001373291,16.559999465942383,73944000,0.0,0.0,0.007095082009808129,0.007070030341408839,0.27889696726117735,0.454694578030212,16.90799970626831,16.905566533406574,0.47044388578449187,0.8591997325098286
2015-10-01 00:00:00-04:00,16.500667572021484,16.566667556762695,15.808667182922363,15.991999626159668,68595000,0.0,0.0,-0.03429950833940998,-0.034901542885867484,0.27374245670618996,0.4493593369344014,16.88196635246277,16.88881096839905,0.506496988938421,0.8671457662520676
2015-10-02 00:00:00-04:00,15.706666946411133,16.51333236694336,15.661999702453613,16.504667282104492,66360000,0.0,0.0,0.032057758124643954,0.03155463266830967,0.29676891272346756,0.45366928928191325,16.88863310813904,16.877310959498086,0.5002611529774272,0.8675960159233421
2015-10-05 00:00:00-04:00,16.589332580566406,16.6560001373291,16.275333404541016,16.40999984741211,55348500,0.0,0.0,-0.005735797824596434,-0.00575231068616969,0.2922354285401329,0.4536810189742106,16.9026997089386,16.862866512934367,0.481365841488326,0.8680488949427514
2015-10-06 00:00:00-04:00,16.0,16.20199966430664,15.70533275604248,16.097333908081055,78378000,0.0,0.0,-0.01905337856419076,-0.019237233296969004,0.28509669320445924,0.45454962255065173,16.88033308982849,16.83986652692159,0.5085049927298251,0.8697725712480464
2015-10-07 00:00:00-04:00,15.775333404541016,15.846667289733887,15.274666786193848,15.46399974822998,102210000,0.0,0.0,-0.03934404066335062,-0.040138936881572086,0.31486423070158487,0.4602599488552679,16.823833084106447,16.802433204650878,0.5970602380616004,0.8799610808425169
2015-10-08 00:00:00-04:00,15.338666915893555,15.381333351135254,14.753999710083008,15.114666938781738,91998000,0.0,0.0,-0.022590068231747584,-0.022849132781449556,0.32207982184383377,0.46197247803821634,16.751299810409545,16.761966530481974,0.7079377919802019,0.9009215050892821
2015-10-09 00:00:00-04:00,14.728667259216309,14.958000183105469,14.557332992553711,14.712667465209961,92376000,0.0,0.0,-0.02659664782558413,-0.02695673780977736,0.3283149904833546,0.463516903459128,16.65279984474182,16.710866530736286,0.8422903896695858,0.9287971740643238
2015-10-12 00:00:00-04:00,14.866000175476074,14.866666793823242,14.351332664489746,14.371999740600586,57544500,0.0,0.0,-0.023154721971044956,-0.02342700383143294,0.3265455080410549,0.4602999870817191,16.527433156967163,16.645222075780232,0.9818351346719423,0.9526908525688013
2015-10-13 00:00:00-04:00,14.218667030334473,14.834667205810547,14.075332641601562,14.616666793823242,77572500,0.0,0.0,0.017023869860745666,0.016880587647177092,0.3368986248057648,0.4577193960928454,16.413033151626585,16.575210968653362,1.0653138893641536,0.944676863137899
2015-10-14 00:00:00-04:00,14.711333274841309,14.729999542236328,14.362000465393066,14.458666801452637,46566000,0.0,0.0,-0.010809577491181055,-0.010868425439148318,0.2996060873171723,0.44545618838524803,16.261799812316895,16.519777647654216,1.118729409067646,0.9697549452367185
2015-10-15 00:00:00-04:00,14.428667068481445,14.781999588012695,14.24666690826416,14.753999710083008,42663000,0.0,0.0,0.020426012486898237,0.020220199401692323,0.3165347331680608,0.44782495841645586,16.125933170318604,16.468044312795005,1.1290622830248718,0.9798962889615814
2015-10-16 00:00:00-04:00,14.869333267211914,15.36533260345459,14.857999801635742,15.133999824523926,65017500,0.0,0.0,0.025755735523108614,0.025429643865455483,0.3387704074140663,0.45162911648364396,16.013899850845338,16.42338875134786,1.109632926377904,0.9786001071139385
2015-10-19 00:00:00-04:00,15.100000381469727,15.40999984741211,14.996000289916992,15.206666946411133,37618500,0.0,0.0,0.00480158072748571,0.004790089906799497,0.3330713262328157,0.4517670114596285,15.893566560745239,16.381933196385702,1.0562659341380698,0.9765442061879804
2015-10-20 00:00:00-04:00,15.1813325881958,15.239999771118164,13.466667175292969,14.20199966430664,223500000,0.0,0.0,-0.06606755350432658,-0.06835117046145145,0.3933994303823457,0.4615588678782189,15.733866548538208,16.337510983149212,1.058605524453155,1.013993400762592
2015-10-21 00:00:00-04:00,14.13266658782959,14.320667266845703,13.920000076293945,14.005999565124512,62272500,0.0,0.0,-0.013800880426347861,-0.013896997938755871,0.3917218763098167,0.4505786732292337,15.56396656036377,16.276699860890705,1.0490880290521098,1.042665591584711
2015-10-22 00:00:00-04:00,14.104000091552734,14.383333206176758,13.960000038146973,14.114666938781738,42378000,0.0,0.0,0.0077586303749297425,0.007728686982366763,0.39163975762662845,0.45116289046555125,15.392633295059204,16.218810987472533,0.9871415604811171,1.0648128134924544
